,loss,categorical_accuracy,metric_soh,val_loss,val_categorical_accuracy,val_metric_soh
0,1.3677265644073486,0.21562500298023224,-23.038305282592773,0.9943181872367859,0.2641509473323822,-61.96153259277344
1,1.2881587743759155,0.32499998807907104,-16.740793228149414,1.0102030038833618,0.2641509473323822,-49.72938537597656
2,1.256744146347046,0.32499998807907104,-3.2944304943084717,1.0399067401885986,0.2641509473323822,-37.47417068481445
3,1.246510624885559,0.3499999940395355,4.823825836181641,1.0334709882736206,0.2370283007621765,-34.48885726928711
4,1.240174412727356,0.3531250059604645,4.873438835144043,1.0176411867141724,0.24174527823925018,-36.28232955932617
5,1.237343430519104,0.37187498807907104,3.3598625659942627,1.0094759464263916,0.26650944352149963,-36.82731246948242
6,1.2359334230422974,0.359375,3.6421546936035156,1.0066652297973633,0.26768869161605835,-35.699134826660156
7,1.2345190048217773,0.3687500059604645,4.82019567489624,1.00563645362854,0.24646227061748505,-34.624759674072266
8,1.2327120304107666,0.375,5.341762542724609,1.0044422149658203,0.24764150381088257,-34.53696823120117
9,1.2302402257919312,0.3812499940395355,5.0224480628967285,1.0023539066314697,0.25,-34.82183074951172
10,1.2270662784576416,0.39375001192092896,4.715334892272949,0.9992402791976929,0.24646227061748505,-34.66305923461914
11,1.2232201099395752,0.3968749940395355,4.855321407318115,0.9951533079147339,0.23820754885673523,-34.104522705078125
12,1.2185757160186768,0.41874998807907104,5.142584800720215,0.9899774789810181,0.23938679695129395,-33.518165588378906
13,1.2127721309661865,0.4281249940395355,5.34906530380249,0.9833132028579712,0.2511792480945587,-32.857643127441406
14,1.2053935527801514,0.421875,5.585604667663574,0.9747667908668518,0.25235849618911743,-31.98763656616211
15,1.196017861366272,0.41874998807907104,5.828553199768066,0.9640023112297058,0.2511792480945587,-30.99636459350586
16,1.184112548828125,0.4124999940395355,5.996163368225098,0.950524091720581,0.25235849618911743,-29.834644317626953
17,1.169215440750122,0.41874998807907104,6.100340843200684,0.9339725375175476,0.25471699237823486,-28.553091049194336
18,1.1510567665100098,0.4312500059604645,6.06027889251709,0.9143339991569519,0.2641509473323822,-27.248409271240234
19,1.1297670602798462,0.4437499940395355,5.866904258728027,0.8920850157737732,0.26768869161605835,-26.104219436645508
20,1.105971097946167,0.44999998807907104,5.510372161865234,0.8680379390716553,0.2724056541919708,-25.35462760925293
21,1.080627679824829,0.4749999940395355,5.023279666900635,0.8430870771408081,0.2794811427593231,-25.228527069091797
22,1.0547292232513428,0.4937500059604645,4.43878698348999,0.8181053996086121,0.29481130838394165,-25.710683822631836
23,1.029051661491394,0.503125011920929,3.7737364768981934,0.7938392162322998,0.30778300762176514,-26.24050521850586
24,1.0040980577468872,0.515625,3.0597853660583496,0.7706200480461121,0.31603774428367615,-25.628705978393555
25,0.9803256988525391,0.5406249761581421,2.3991973400115967,0.7487192749977112,0.3207547068595886,-22.52300262451172
26,0.9584748148918152,0.5531250238418579,1.966199517250061,0.7297918796539307,0.3207547068595886,-16.503602981567383
27,0.9394848942756653,0.543749988079071,1.8536574840545654,0.7161694169044495,0.3183962404727936,-9.043426513671875
28,0.9235559701919556,0.5406249761581421,1.9048919677734375,0.7069287300109863,0.3125,-2.561079263687134
29,0.9098283052444458,0.528124988079071,1.8583446741104126,0.698593258857727,0.3113207519054413,1.726973056793213
30,0.8976362347602844,0.53125,1.628861665725708,0.6893875002861023,0.31721699237823486,4.0862507820129395
31,0.8872483968734741,0.5375000238418579,1.29656982421875,0.6793279051780701,0.3183962404727936,5.079726219177246
32,0.8794587850570679,0.5406249761581421,0.9464683532714844,0.6683428883552551,0.33018869161605835,4.806923866271973
33,0.8752967715263367,0.5375000238418579,0.6250637173652649,0.6556404232978821,0.33608490228652954,2.7200422286987305
34,0.8762224316596985,0.543749988079071,0.3995605409145355,0.6406118273735046,0.33608490228652954,-2.490086793899536
35,0.8840553164482117,0.534375011920929,0.49458009004592896,0.626616358757019,0.35141509771347046,-13.072670936584473
36,0.8981221318244934,0.534375011920929,1.516130805015564,0.6294391751289368,0.375,-31.112422943115234
37,0.9060462713241577,0.550000011920929,4.070765018463135,0.6647908687591553,0.36320754885673523,-51.90215301513672
38,0.8881021738052368,0.5562499761581421,6.192859649658203,0.6827808022499084,0.3608490526676178,-59.9852294921875
39,0.8540037274360657,0.581250011920929,4.336277961730957,0.649273157119751,0.3596698045730591,-50.97825622558594
40,0.8251667022705078,0.581250011920929,0.8769130706787109,0.6176543831825256,0.3820754587650299,-38.75481414794922
41,0.809437096118927,0.609375,-0.43465346097946167,0.6048339009284973,0.38679245114326477,-33.38718795776367
42,0.8059032559394836,0.621874988079071,-0.21201935410499573,0.601097583770752,0.3903301954269409,-33.919403076171875
43,0.8077002763748169,0.621874988079071,0.30808258056640625,0.6011578440666199,0.38679245114326477,-36.729827880859375
44,0.8094054460525513,0.621874988079071,0.7661377191543579,0.6022281050682068,0.3808962404727936,-39.68685531616211
45,0.8084238767623901,0.6187499761581421,1.0644233226776123,0.6023622751235962,0.3820754587650299,-41.83284378051758
46,0.8042745590209961,0.6187499761581421,1.1637871265411377,0.6003204584121704,0.37971699237823486,-42.819400787353516
47,0.797860324382782,0.6187499761581421,1.0759308338165283,0.595970630645752,0.3808962404727936,-42.77220916748047
48,0.7906812429428101,0.621874988079071,0.8892112970352173,0.590364396572113,0.3820754587650299,-42.172508239746094
49,0.7839645147323608,0.621874988079071,0.7152206301689148,0.5847622752189636,0.3879716992378235,-41.551666259765625
50,0.7781935930252075,0.625,0.6093658208847046,0.5798574686050415,0.3879716992378235,-41.206199645996094
51,0.7731930017471313,0.621874988079071,0.5676040649414062,0.5756863355636597,0.38679245114326477,-41.152767181396484
52,0.7685006856918335,0.621874988079071,0.5571380853652954,0.571906566619873,0.3879716992378235,-41.25148391723633
53,0.7637213468551636,0.625,0.5459800958633423,0.5681397318840027,0.3891509473323822,-41.34874725341797
54,0.7586901187896729,0.6312500238418579,0.5186813473701477,0.5641719698905945,0.39150944352149963,-41.36044692993164
55,0.7534469962120056,0.6312500238418579,0.4757423400878906,0.5599862337112427,0.3903301954269409,-41.28096008300781
56,0.7481204271316528,0.637499988079071,0.42602309584617615,0.5556824803352356,0.39150944352149963,-41.14848327636719
57,0.7428178787231445,0.637499988079071,0.3782753050327301,0.5513690114021301,0.39150944352149963,-41.00401306152344
58,0.7375790476799011,0.640625,0.336434930562973,0.5471007227897644,0.39268869161605835,-40.86819076538086
59,0.7323869466781616,0.640625,0.29999619722366333,0.5428759455680847,0.39268869161605835,-40.74026107788086
60,0.7272043228149414,0.6468750238418579,0.2664443850517273,0.5386644601821899,0.3938679099082947,-40.609039306640625
61,0.7220038771629333,0.6468750238418579,0.23358383774757385,0.534439206123352,0.3938679099082947,-40.46420669555664
62,0.7167781591415405,0.653124988079071,0.2006828337907791,0.5301897525787354,0.39858490228652954,-40.30137252807617
63,0.7115343809127808,0.659375011920929,0.1681167632341385,0.525921106338501,0.4021226465702057,-40.12162399291992
64,0.7062826156616211,0.6625000238418579,0.13666991889476776,0.5216435790061951,0.40566039085388184,-39.927791595458984
65,0.701029360294342,0.6656249761581421,0.10679931938648224,0.5173653364181519,0.4091981053352356,-39.721923828125
66,0.6957752704620361,0.6656249761581421,0.07861022651195526,0.5130897164344788,0.4103773534297943,-39.504512786865234
67,0.6905193328857422,0.671875,0.051956940442323685,0.5088172554969788,0.4103773534297943,-39.27492904663086
